pathway,pval,padj,ES,NES,nMoreExtreme,size
GO_BP_CELL_ACTIVATION,0.1037593984962406,0.4591730022243618,-0.22295293390757473,-1.1102708460730895,68,1104
GO_BP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,0.35128205128205126,0.7242673808381193,0.21549906612809622,1.0297527039037024,136,461
GO_BP_PLATELET_DEGRANULATION,0.8596881959910914,0.9909434707390561,0.20316411254456343,0.8095941643398377,385,108
GO_BP_SECRETION,0.40874811463046756,0.7655070440322174,-0.2011503556243796,-1.006831278900728,270,1257
GO_BP_MYELOID_LEUKOCYTE_ACTIVATION,0.043010752688172046,0.3247200893812252,0.24951402759556893,1.197531392145286,15,532
GO_BP_EXOCYTOSIS,0.2303370786516854,0.6224751703472743,0.2139807456611545,1.063920502154525,81,744
GO_BP_LEUKOCYTE_MEDIATED_IMMUNITY,0.6379310344827587,0.8920036357867298,-0.20022563673906746,-0.9563546207250901,406,607
GO_BP_IMMUNE_EFFECTOR_PROCESS,0.09562841530054644,0.4463385488629149,0.2187840119352045,1.108101115570926,34,935
GO_BP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.67601246105919,0.9122664602597648,-0.19879495494987345,-0.9451804196151521,433,569
GO_BP_RNA_MODIFICATION,0.006818181818181818,0.14325415552409418,0.3798788377737553,1.5811889143597686,2,142
GO_BP_REGULATION_OF_PROTEIN_STABILITY,0.9966329966329966,1,-0.16451304033678854,-0.7196495906574369,591,258
GO_BP_RNA_PROCESSING,0.0027624309392265192,0.09528991573190468,0.3966541658458872,1.9991212189127785,0,862
GO_BP_MRNA_PROCESSING,0.002506265664160401,0.09345581259578195,0.30038002363210514,1.437194617105191,0,452
GO_BP_CYTIDINE_TO_URIDINE_EDITING,0.8653846153846154,0.9915036949412557,-0.34386443749495366,-0.665283193482823,449,5
GO_BP_MRNA_METABOLIC_PROCESS,0.0027624309392265192,0.09528991573190468,0.3300118485448083,1.6417138499370358,0,728
GO_BP_MRNA_MODIFICATION,0.04771784232365145,0.3376169161642328,0.5263673409705357,1.5500236303911175,22,22
GO_BP_PROTEIN_STABILIZATION,0.8428246013667426,0.9827098473394138,0.20249806603513001,0.8575139720858603,369,159
GO_BP_BASE_CONVERSION_OR_SUBSTITUTION_EDITING,0.948076923076923,1,-0.23418028230389307,-0.5486318596358418,492,10
GO_BP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY,0.5591397849462365,0.8515515232308895,0.19896808694066,0.9753962039469707,207,599
GO_BP_BLOOD_COAGULATION_INTRINSIC_PATHWAY,0.6942307692307692,0.9214139436156537,-0.36961754986481254,-0.8146574022212377,360,8
GO_BP_REGULATION_OF_PEPTIDASE_ACTIVITY,0.13474025974025974,0.5080543180897753,-0.2580976015640332,-1.1590820639701307,82,306
GO_BP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.5089058524173028,0.8230713499723177,0.2125580457749067,0.9837047301476044,199,333
GO_BP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,0.08766233766233766,0.4336807914446011,-0.26815228088243087,-1.195912467941718,53,289
GO_BP_PROTEIN_ACTIVATION_CASCADE,0.6014760147601476,0.8739656920460491,-0.33784537004101245,-0.8789941755897959,325,14
GO_BP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,0.911522633744856,1,0.2698843526758675,0.6276379514864594,442,9
GO_BP_REGULATION_OF_HYDROLASE_ACTIVITY,0.9984447900466563,1,-0.16520215845274222,-0.8158966269558042,641,992
GO_BP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,0.40418118466898956,0.761509093158906,-0.2523606722634752,-1.0237883566412562,231,127
GO_BP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.07535321821036106,0.40652644579523384,-0.23548950767740623,-1.1461748334971615,47,793
GO_BP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.0993485342019544,0.45184575351729617,-0.2659654109269264,-1.1913093055608184,60,298
GO_BP_REGULATION_OF_PROTEOLYSIS,0.8904109589041096,0.9998093241969096,0.1840225209172247,0.8847470569650883,324,542
GO_BP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION,0.8245125348189415,0.9741272577199456,0.18346563172874583,0.924526134806025,295,850
GO_BP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,0.30518518518518517,0.6869353967808512,-0.20580214810752834,-1.0352850126436486,205,1337
GO_BP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,0.008077544426494346,0.15460463768640836,-0.30286915832818284,-1.3643914986488674,4,312
GO_BP_REGULATION_OF_BODY_FLUID_LEVELS,0.17676767676767677,0.5611812651090775,0.2354926139325377,1.1074059928366675,69,372
GO_BP_INNATE_IMMUNE_RESPONSE,0.30494505494505497,0.6869353967808512,0.21264590132868605,1.044293519040303,110,631
GO_BP_COAGULATION,0.6962962962962963,0.9229597044320813,0.2050306493663165,0.9213640884109114,281,255
GO_BP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,0.22112211221122113,0.6108711657714083,-0.23498102782455751,-1.0961105415051016,133,448
GO_BP_COMPLEMENT_ACTIVATION,0.1898238747553816,0.577068161128812,-0.37285492704345163,-1.2130154761997665,96,39
GO_BP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE,0.07894736842105263,0.4180666906298675,-0.3777297065811339,-1.3480066011354082,41,59
GO_BP_RESPONSE_TO_WOUNDING,0.1407766990291262,0.5145405927768099,-0.2404736692766222,-1.1316857134225324,86,496
GO_BP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION,0.5222672064777328,0.8309474671336571,0.44787666359821754,0.935167417816453,257,6
GO_BP_ACTIVATION_OF_IMMUNE_RESPONSE,0.11831442463533225,0.4850465307678987,-0.2535451172946131,-1.1596315642373547,72,356
GO_BP_DEFENSE_RESPONSE,0.13541666666666666,0.5087435826916025,-0.21850069459813645,-1.0915075267395296,90,1165
GO_BP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,0.009784735812133072,0.1661229228554009,-0.49943716099308183,-1.6497742267580535,4,42
GO_BP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE,0.05194805194805195,0.3494470073590231,-0.2537129702170426,-1.1932041452924422,31,501
GO_BP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,0.6081560283687943,0.878330588241113,-0.23001931060301997,-0.9465010766952878,342,155
GO_BP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,0.3260553129548763,0.7028713901370215,-0.2021147029071408,-1.0226215290657237,223,1506
GO_BP_STEM_CELL_DIFFERENTIATION,0.4671280276816609,0.797421809990791,-0.23355878024221097,-0.9980766084335262,269,211
GO_BP_REGULATION_OF_RESPONSE_TO_STRESS,0.9970238095238095,1,0.1687666712534615,0.8656841965720514,334,1193
GO_BP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,0.32562277580071175,0.7028713901370215,-0.2738254427012295,-1.0833753231398546,182,106
GO_BP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,0.8931506849315068,0.999824755076856,0.17904151226807502,0.9046547779164101,325,873
GO_BP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.0029940119760479044,0.10123317720993656,-0.24717264372591213,-1.2322784911992966,1,1152
GO_BP_PROTEOLYSIS,0.9027355623100304,1,0.17930574318556589,0.9268506836865626,296,1342
GO_BP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.012326656394453005,0.18230564592904108,-0.25749291704830607,-1.2540603749463755,7,759
GO_BP_REGULATION_OF_IMMUNE_RESPONSE,0.029874213836477988,0.2805587817886881,-0.25030558071622966,-1.2090381646498871,18,692
GO_BP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY,0.8657894736842106,0.9917277681009321,0.18808342134870137,0.8587898143376442,328,313
GO_BP_RESPONSE_TO_BIOTIC_STIMULUS,0.24924924924924924,0.6417588737267048,-0.21149663528268126,-1.0515262804820344,165,1063
GO_BP_REGULATION_OF_DEFENSE_RESPONSE,0.7325949367088608,0.9371029387187341,-0.1954634424530661,-0.9257553249591512,462,540
GO_BP_NEGATIVE_REGULATION_OF_PROTEOLYSIS,0.6372795969773299,0.8917709403920836,0.21108595453737986,0.9364057493183054,252,236
GO_BP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,0.26054590570719605,0.6496210279800982,0.24024183909199212,1.0787395102509756,104,257
GO_BP_WOUND_HEALING,0.5833333333333334,0.8636127287558418,-0.20631518811771665,-0.9585335661271904,363,406
GO_BP_CELLULAR_COMPONENT_DISASSEMBLY,0.09278350515463918,0.4436801241698049,0.24305618921747452,1.1635825740671057,35,474
GO_BP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.019448946515397084,0.225015574084723,-0.28255029923940544,-1.2922916795987764,11,356
GO_BP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.3009009009009009,0.684671278337806,-0.2919071765740174,-1.098123214857503,166,85
GO_BP_HUMORAL_IMMUNE_RESPONSE,0.0017921146953405018,0.09335787641585944,-0.40372239444579,-1.650897296733047,0,145
GO_BP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM,0.18571428571428572,0.5742833719879201,0.21633630616597174,1.078747816224045,64,770
GO_BP_EXTRACELLULAR_MATRIX_DISASSEMBLY,0.9658444022770398,1,-0.18804127156514916,-0.6679818494999069,508,58
GO_BP_COMPLEMENT_ACTIVATION_LECTIN_PATHWAY,0.234251968503937,0.6261459479281261,-0.606188200543964,-1.235888521731154,118,6
GO_BP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,0.6228070175438597,0.8864426917747332,-0.2235680908926079,-0.9383932112028576,354,179
GO_BP_EXTRACELLULAR_STRUCTURE_ORGANIZATION,0.09868421052631579,0.45114669203128305,-0.26662592105085897,-1.1978874043210666,59,311
GO_BP_CELLULAR_RESPONSE_TO_MANGANESE_ION,0.508298755186722,0.822543160146575,0.3852272229710022,0.9273211371695284,244,10
GO_BP_LIPOSACCHARIDE_METABOLIC_PROCESS,0.8766519823788547,0.9948271554576169,0.19894430387481088,0.7792321271123106,397,98
GO_BP_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS,0.0031746031746031746,0.10559678416821273,0.3113265107649775,1.6160993119314537,0,1417
GO_BP_GLYCOLIPID_BIOSYNTHETIC_PROCESS,0.5370018975332068,0.840197821841998,-0.26870932757677696,-0.9545402034277582,282,58
GO_BP_LIPID_METABOLIC_PROCESS,0.006042296072507553,0.13635093229700415,0.24460941442089146,1.2490286915800652,1,1147
GO_BP_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS,0.08653846153846154,0.4322270846197805,-0.48173175314315686,-1.4009315937899158,44,22
GO_BP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS,0.49016100178890876,0.8122862384180087,-0.2585013635125783,-0.9763934114648404,273,86
GO_BP_RESPONSE_TO_METAL_ION,0.6391752577319587,0.8928757179525384,0.20817777824682154,0.9391568718268677,247,279
GO_BP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS,0.7317073170731707,0.9369255672309253,0.192933965816505,0.9284461919016416,269,541
GO_BP_CARBOHYDRATE_METABOLIC_PROCESS,0.02356020942408377,0.24705664846441985,0.2589276682758881,1.2433146898345415,8,505
GO_BP_LIPID_BIOSYNTHETIC_PROCESS,0.016172506738544475,0.2081692988382548,0.2667643192816094,1.30851927779551,5,602
GO_BP_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE,0.5656742556917689,0.8528875294645865,-0.23082015950548732,-0.9590923635891869,322,165
GO_BP_CELLULAR_LIPID_METABOLIC_PROCESS,0.024128686327077747,0.25198612785006275,0.2389781039854268,1.2108593897421216,8,887
GO_BP_LIPID_GLYCOSYLATION,0.7074688796680498,0.9260276826624723,0.34865329997393896,0.7851230099077019,340,8
GO_BP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,0.18559556786703602,0.5742833719879201,0.21088337621765854,1.0658231658515953,66,898
GO_BP_GLYCOSPHINGOLIPID_METABOLIC_PROCESS,0.6635514018691588,0.9046020109314082,-0.2461814599594848,-0.8738159788416019,354,57
GO_BP_LIPID_MODIFICATION,0.632279534109817,0.8894279592139331,-0.2170088165546127,-0.9382973738542895,379,227
GO_BP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS,0.7473309608540926,0.9425588691308849,-0.217872685193652,-0.8756435580679924,419,122
GO_BP_RESPONSE_TO_MANGANESE_ION,0.49063670411985016,0.8123097985953239,-0.36174976341396475,-0.9678765662268555,261,16
GO_BP_RESPONSE_TO_INORGANIC_SUBSTANCE,0.04477611940298507,0.32939792040434435,0.25178686706971265,1.2015605904429376,17,432
GO_BP_SPHINGOLIPID_METABOLIC_PROCESS,0.3269565217391304,0.7028713901370215,-0.2603505998503313,-1.0566327839537366,187,128
GO_BP_GLYCOSYLATION,0.36678200692041524,0.7355023802896172,-0.2425823363314546,-1.0366373521067982,211,211
GO_BP_MEMBRANE_LIPID_METABOLIC_PROCESS,0.6836555360281195,0.9140846511572729,-0.22052770200101085,-0.9169890037532259,388,172
GO_BP_MEMBRANE_ORGANIZATION,0.008310249307479225,0.15507924254121067,0.2773897655979456,1.373479179511141,2,711
GO_BP_PLASMA_MEMBRANE_ORGANIZATION,0.002277904328018223,0.09335787641585944,0.4550225617343584,1.7508054047372483,0,93
GO_BP_ENDOMEMBRANE_SYSTEM_ORGANIZATION,0.010101010101010102,0.16812307692307693,0.28782559809589225,1.355826068469123,3,378
GO_BP_GLYCOPROTEIN_METABOLIC_PROCESS,0.39344262295081966,0.7542701482281339,-0.22687881302458324,-1.0250888638153999,239,324
GO_BP_EPITHELIAL_CELL_PROLIFERATION,0.03915171288743882,0.31065272901372487,-0.27667305618893606,-1.2512504817144083,23,325
GO_BP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,0.08377896613190731,0.42799587945259077,-0.31921085766631857,-1.2645442185369609,46,109
GO_BP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,0.36450079239302696,0.7329798162399783,-0.21822562281135835,-1.03383715296008,229,550
GO_BP_PROTEIN_O_LINKED_GLYCOSYLATION,0.008976660682226212,0.161911775861633,-0.413740114874839,-1.5543797142832845,4,84
